# source_id ra dec phot_g_mean_mag phot_rp_mean_mag phot_bp_mean_mag ebv         pmra pmra_error pmdec pmdec_error pmra_pmdec_corr         mem_fixed mem_fixed_em mem_fixed_ep mem_gauss mem_gauss_em mem_gauss_ep         mem_fixed_complete mem_fixed_complete_em mem_fixed_complete_ep         mem_gauss_complete mem_gauss_complete_em mem_gauss_complete_ep         mem_fixed_nospatial mem_fixed_nospatial_em mem_fixed_nospatial_ep         mem_gauss_nospatial mem_gauss_nospatial_em mem_gauss_nospatial_ep
1420550709346799232  260.979975570158  55.9920113412889  19.813  19.342  20.023  0.036962  -1.8877051633409  0.328749  -0.370741669372893  0.417979  0.138092  3.65923e-10  3.26151e-10  4.08898e-10  3.07736e-10  2.74356e-10  3.4534e-10  3.77605e-10  3.37867e-10  4.19622e-10  3.49261e-10  3.12777e-10  3.90513e-10  1.54831e-07  1.39304e-07  1.71686e-07  1.31122e-07  1.17726e-07  1.45971e-07
1420550984224720768  261.09326049305  56.0136569826026  20.1945  19.7422  20.6062  0.034694  -3.59063036920871  0.499929  0.216859237613028  0.540472  -0.016081  7.914e-14  7.17987e-14  8.70112e-14  8.47783e-14  7.62685e-14  9.4039e-14  6.60202e-14  6.01016e-14  7.22075e-14  5.81298e-14  5.27297e-14  6.40035e-14  3.26967e-11  2.99789e-11  3.55842e-11  3.52622e-11  3.19664e-11  3.88248e-11
1420557787452846336  260.38501840165  55.9303026820022  19.2948  18.6405  19.9324  0.028115  0.46436709432741  0.235418  -2.28833244321664  0.334843  0.31516  -9.0  -9.0  -9.0  -9.0  -9.0  -9.0  1.37394e-13  1.17721e-13  1.60158e-13  2.03828e-13  1.72868e-13  2.40072e-13  -9.0  -9.0  -9.0  -9.0  -9.0  -9.0
1420558749525552768  260.656755107573  55.9631528469332  19.7258  19.1801  19.9509  0.031321  0.203898267340615  0.353532  0.349153930720693  0.404134  0.0910102  0.015334  0.0145243  0.0162155  0.0133912  0.0125209  0.0142943  0.0151602  0.0143901  0.0160064  0.0131037  0.012323  0.0139055  0.870055  0.865762  0.874311  0.854416  0.847684  0.860795
1420559230562128000  260.499252022775  55.9611717064248  19.3606  18.8074  19.6701  0.03001  -0.345557666457659  0.28626  -0.267701110295633  0.322005  0.28127  0.0125757  0.0118879  0.0133386  0.00928372  0.00870325  0.00989788  0.0131173  0.0124251  0.0138774  0.0105213  0.00990101  0.0111791  0.844142  0.838603  0.849557  0.800323  0.792356  0.807919
1420559264921619968  260.524823288922  55.9575539658694  19.6104  18.972  20.1034  0.030184  1.28627241504395  0.282044  -0.807329082480544  0.442819  0.346954  6.72208e-08  5.94827e-08  7.57788e-08  1.83629e-07  1.57213e-07  2.1481e-07  5.57292e-08  4.97089e-08  6.25443e-08  1.12355e-07  9.80694e-08  1.2917e-07  2.88181e-05  2.57352e-05  3.2279e-05  7.91893e-05  6.82668e-05  9.21047e-05
1420559986476163072  260.59715524108  56.0155727183893  20.762  20.0824  21.2897  0.030513  -6.75060538258173  1.15776  -1.53405118720618  1.81508  0.177243  -9.0  -9.0  -9.0  -9.0  -9.0  -9.0  1.4603e-09  1.38053e-09  1.54697e-09  5.26927e-09  4.81967e-09  5.75645e-09  -9.0  -9.0  -9.0  -9.0  -9.0  -9.0
1420560055195643648  260.578356710204  56.0233598855961  20.5109  19.986  20.6135  0.030307  -2.69218167931118  0.942375  1.88200414167074  1.09775  0.14215  -9.0  -9.0  -9.0  -9.0  -9.0  -9.0  7.2991e-06  6.9256e-06  7.70709e-06  6.85652e-06  6.46999e-06  7.24985e-06  -9.0  -9.0  -9.0  -9.0  -9.0  -9.0
1420561154707254784  260.857449875322  55.9815621584531  19.928  19.3967  20.1547  0.036603  -3.09369205336639  0.398753  -1.52145192700471  0.443209  0.0133386  -9.0  -9.0  -9.0  -9.0  -9.0  -9.0  1.46355e-17  1.28274e-17  1.66381e-17  1.12688e-17  9.85941e-18  1.28585e-17  -9.0  -9.0  -9.0  -9.0  -9.0  -9.0
1420561807542288512  260.746827168142  55.9948430391981  20.7272  20.0373  21.3336  0.033843  -0.284009143451535  1.25278  -1.11393642531402  2.24294  0.00463984  -9.0  -9.0  -9.0  -9.0  -9.0  -9.0  0.00173882  0.00165595  0.00183012  0.00148862  0.00141437  0.00156707  -9.0  -9.0  -9.0  -9.0  -9.0  -9.0
1420561944981240448  260.801444181198  55.9892401044835  20.7461  20.2708  21.3726  0.035389  -2.84217437645939  1.08845  -2.61651789207313  1.07588  0.360977  -9.0  -9.0  -9.0  -9.0  -9.0  -9.0  7.27507e-05  6.91475e-05  7.67146e-05  4.68395e-05  4.43387e-05  4.94098e-05  -9.0  -9.0  -9.0  -9.0  -9.0  -9.0
1420561979340987392  260.835443092778  56.0019575610582  19.5374  19.0258  19.9915  0.035891  -0.729364519134223  0.26835  -2.4017421854836  0.306372  0.112655  -9.0  -9.0  -9.0  -9.0  -9.0  -9.0  3.25565e-14  2.76848e-14  3.81351e-14  2.79722e-14  2.38051e-14  3.28156e-14  -9.0  -9.0  -9.0  -9.0  -9.0  -9.0
1420562013700728832  260.877982231698  56.009478564804  20.7797  19.9794  21.2982  0.036427  -0.0690417054341766  1.78315  1.44033843767532  1.62364  0.0939818  -9.0  -9.0  -9.0  -9.0  -9.0  -9.0  0.0016293  0.00155226  0.0017149  0.00138719  0.00131805  0.00145967  -9.0  -9.0  -9.0  -9.0  -9.0  -9.0
1420562048060473216  260.907099371144  56.0167055944777  20.071  19.6454  20.3059  0.036067  -3.40917426284363  0.442454  -0.722660982204699  0.470008  0.00348188  -9.0  -9.0  -9.0  -9.0  -9.0  -9.0  8.58131e-16  7.65972e-16  9.56776e-16  6.95491e-16  6.19726e-16  7.80586e-16  -9.0  -9.0  -9.0  -9.0  -9.0  -9.0
1420562735255237120  260.956844136925  56.010147755117  20.6063  19.9726  20.9674  0.036212  -2.56496628400369  1.1433  -2.16251616709141  0.912768  0.0854163  5.92412e-05  5.60979e-05  6.26329e-05  4.74525e-05  4.47909e-05  5.0225e-05  5.05629e-05  4.80048e-05  5.33531e-05  3.67567e-05  3.47838e-05  3.87778e-05  0.0235419  0.0227118  0.0243935  0.0190576  0.0183042  0.0198189
1420562769614977408  260.931491365112  56.0142784298628  19.9768  19.3907  20.595  0.036081  -1.54416256030654  0.459214  -0.236557327295056  0.535556  0.0310531  1.78213e-05  1.66849e-05  1.90728e-05  1.45144e-05  1.35518e-05  1.5583e-05  1.85472e-05  1.73966e-05  1.97804e-05  1.66791e-05  1.56045e-05  1.78539e-05  0.00711344  0.00674885  0.00749927  0.00583934  0.00552146  0.00617221
1420562980068668416  261.045256235939  56.0253585573987  18.6739  18.1648  19.0123  0.034336  -0.291810054607812  0.172661  -0.551121951227962  0.185016  -0.0302975  0.00203961  0.0018171  0.00228853  0.00149936  0.00133139  0.0016881  0.00211448  0.00188939  0.00236044  0.00169325  0.00151095  0.00189566  0.449859  0.423309  0.47675  0.376793  0.351175  0.402701
1420564006565598976  260.980469189185  56.0948520023793  20.2969  19.8699  20.5  0.032622  -3.51956006983098  0.583099  -1.19742769036268  0.657707  -0.0220744  4.56558e-11  4.20029e-11  4.952e-11  4.33998e-11  3.965e-11  4.75248e-11  3.72443e-11  3.43444e-11  4.02684e-11  2.93076e-11  2.69436e-11  3.18711e-11  1.56466e-08  1.45596e-08  1.68356e-08  1.49837e-08  1.38201e-08  1.62499e-08
1420564109644809216  261.057926083055  56.0798203558773  20.5799  19.9232  20.9317  0.031523  -0.650420235179596  1.14245  -0.67376122018481  0.906336  -0.233785  0.00225885  0.00214746  0.00238076  0.00180054  0.00170584  0.00190029  0.00225202  0.00214551  0.00237063  0.00189444  0.00179771  0.0019949  0.448363  0.440482  0.456304  0.394386  0.385922  0.402712
1420564113939526016  261.064691028391  56.0882575429471  20.6998  20.0305  20.892  0.031161  -3.32490955667015  1.42429  -1.73131859985923  1.41012  -0.161435  8.32018e-05  7.89834e-05  8.7834e-05  7.7408e-05  7.32247e-05  8.17683e-05  7.13613e-05  6.79071e-05  7.52313e-05  5.97523e-05  5.66552e-05  6.29775e-05  0.0285555  0.0276237  0.0295234  0.0267532  0.0258013  0.0277392
1420564212724028672  261.080134089158  56.0907875571086  20.3924  19.7568  20.5818  0.030823  -2.32251042305196  0.931804  0.668002853855529  0.808626  -0.167956  0.000168469  0.000159963  0.000177902  0.000142889  0.00013516  0.000150994  0.000161448  0.000153583  0.000170156  0.000138093  0.000130893  0.000145543  0.0560569  0.0542728  0.0579147  0.0482013  0.0464928  0.0499405
1420564728120054656  260.729920830325  56.0034890176389  20.3257  19.8663  20.7659  0.033431  -1.33578877846728  0.509153  1.27619160554804  0.616212  0.181018  4.57096e-06  4.28078e-06  4.88335e-06  3.77938e-06  3.51856e-06  4.05684e-06  4.49749e-06  4.21967e-06  4.79092e-06  3.65895e-06  3.41714e-06  3.9131e-06  0.00182526  0.00173305  0.00192033  0.00151739  0.00143278  0.00160621
1420565076012096896  260.757458435511  56.0296491987535  20.6938  20.0187  21.3239  0.034021  -7.30612771347405  1.1108  2.97818149979824  1.72077  0.466567  -9.0  -9.0  -9.0  -9.0  -9.0  -9.0  9.65546e-18  9.01572e-18  1.03276e-17  7.45435e-16  6.46484e-16  8.59853e-16  -9.0  -9.0  -9.0  -9.0  -9.0  -9.0
1420565106077195520  260.747299962576  56.0384496956579  19.8791  19.4283  20.1501  0.033702  1.34538208143665  0.393249  0.561588704340769  0.496037  0.257718  0.000414419  0.000386747  0.000444528  0.000909543  0.000814557  0.00101616  0.000344441  0.000322441  0.000368793  0.000595253  0.000542485  0.000653146  0.133884  0.12754  0.140541  0.254539  0.23522  0.274608
1420565346597361408  260.883078645507  56.0564472832567  20.4489  19.7647  20.9252  0.034734  -3.42476960803077  0.918156  -1.40488404446759  1.23346  -0.186922  -9.0  -9.0  -9.0  -9.0  -9.0  -9.0  1.09113e-06  1.03166e-06  1.15568e-06  8.95447e-07  8.43563e-07  9.49709e-07  -9.0  -9.0  -9.0  -9.0  -9.0  -9.0
1420565896351192704  260.772724113539  56.0670532121109  20.2471  19.8324  20.4875  0.033823  -1.36547767189521  0.627559  0.478435013090809  0.674884  -0.0450095  0.000342942  0.000324951  0.00036269  0.000283376  0.000267246  0.00030024  0.000350485  0.000332892  0.000370049  0.000308538  0.000291604  0.00032617  0.107892  0.104408  0.111541  0.09128  0.0879702  0.0947148
1420566652265460864  260.809494431704  56.1203550547424  19.9984  19.3351  20.6963  0.032359  -0.585576043619372  0.556278  -1.42456162739938  0.519127  -0.0912055  -9.0  -9.0  -9.0  -9.0  -9.0  -9.0  0.000328233  0.000309051  0.000348764  0.000257263  0.000241492  0.000274271  -9.0  -9.0  -9.0  -9.0  -9.0  -9.0
1420567305100497536  260.947301802634  56.1317879665148  20.3706  19.727  20.5526  0.03236  -2.91511581098172  0.869966  -4.69463332963512  1.00854  -0.0107026  -9.0  -9.0  -9.0  -9.0  -9.0  -9.0  5.10943e-09  4.80043e-09  5.43814e-09  5.68476e-09  5.26728e-09  6.14232e-09  -9.0  -9.0  -9.0  -9.0  -9.0  -9.0
1420568134029533952  260.960646817402  56.1583820560162  20.6254  19.8799  21.31  0.031609  -1.57022070354363  2.06824  -7.98126950878821  1.46676  -0.0828445  1.30985e-07  1.23754e-07  1.38654e-07  1.18806e-06  1.06141e-06  1.3337e-06  3.34841e-08  3.1712e-08  3.53812e-08  2.08514e-07  1.89325e-07  2.30344e-07  3.91031e-05  3.75835e-05  4.06534e-05  0.000357016  0.000321399  0.000397166
